Customer_ID,Customer_Name,Operational_Risk_Score,Identified_Risk,Mitigation_Control,Risk_Value,Risk_Category
CUST00380,Customer_380,29.44,Compliance Breach,Internal Audit,454208.46,High
CUST00381,Customer_381,13.62,Compliance Breach,Staff Training,302295.96,High
CUST00382,Customer_382,20.89,System Outage,System Upgrade,348092.87,High
CUST00383,Customer_383,76.06,Human Error,Insurance Coverage,499162.02,Medium
CUST00384,Customer_384,88.2,Process Failure,Policy Update,142412.01,High
CUST00385,Customer_385,29.92,Human Error,System Upgrade,261978.81,High
CUST00386,Customer_386,95.17,System Outage,System Upgrade,311015.47,High
CUST00387,Customer_387,90.35,System Outage,System Upgrade,45976.57,Low
CUST00388,Customer_388,25.34,Process Failure,Policy Update,91103.18,Low
CUST00389,Customer_389,47.11,System Outage,Internal Audit,15464.35,High
CUST00390,Customer_390,34.6,Compliance Breach,Policy Update,7173.12,Medium
CUST00391,Customer_391,18.45,Human Error,Insurance Coverage,430411.88,Low
CUST00392,Customer_392,60.71,System Outage,Internal Audit,148235.64,Medium
CUST00393,Customer_393,16.06,Process Failure,Internal Audit,256908.19,Medium
CUST00394,Customer_394,80.15,Compliance Breach,System Upgrade,493861.24,Medium
CUST00395,Customer_395,51.22,System Outage,System Upgrade,139425.1,Low
CUST00396,Customer_396,97.49,Human Error,System Upgrade,286484.13,Low
CUST00397,Customer_397,78.53,Human Error,Internal Audit,331446.87,Medium
CUST00398,Customer_398,64.63,Human Error,Insurance Coverage,143348.9,High
CUST00399,Customer_399,20.94,System Outage,Insurance Coverage,365093.07,Low
CUST00400,Customer_400,24.9,Human Error,Internal Audit,357833.27,Medium
CUST00401,Customer_401,26.56,Process Failure,Insurance Coverage,64309.6,Low
CUST00402,Customer_402,94.04,Compliance Breach,Policy Update,174288.78,Low
CUST00403,Customer_403,50.48,Compliance Breach,Internal Audit,359619.17,Low
CUST00404,Customer_404,25.67,Human Error,System Upgrade,332762.98,Low
CUST00405,Customer_405,92.72,Fraud,Staff Training,141645.03,Low
CUST00406,Customer_406,26.57,Fraud,Staff Training,234647.19,Low
CUST00407,Customer_407,61.9,System Outage,Staff Training,448965.09,Medium
CUST00408,Customer_408,99.87,Human Error,System Upgrade,357525.87,Low
CUST00409,Customer_409,97.33,Human Error,System Upgrade,160381.79,High
CUST00410,Customer_410,16.38,Compliance Breach,Internal Audit,14968.88,High
CUST00411,Customer_411,24.03,Process Failure,Staff Training,23994.21,High
CUST00412,Customer_412,73.55,Compliance Breach,Internal Audit,203959.09,High
CUST00413,Customer_413,89.87,Compliance Breach,Insurance Coverage,183031.08,Low
CUST00414,Customer_414,15.34,Fraud,Policy Update,475566.55,Low
CUST00415,Customer_415,55.38,Human Error,System Upgrade,25689.12,Low
CUST00416,Customer_416,71.07,Compliance Breach,Internal Audit,221975.47,Low
CUST00417,Customer_417,56.85,Human Error,System Upgrade,259352.41,Medium
CUST00418,Customer_418,9.87,Process Failure,Internal Audit,96748.72,High
CUST00419,Customer_419,1.97,Fraud,Staff Training,455670.87,High
CUST00420,Customer_420,10.87,System Outage,Policy Update,46918.75,High
CUST00421,Customer_421,33.73,Human Error,System Upgrade,213703.56,High
CUST00422,Customer_422,78.76,Process Failure,Staff Training,332773.16,High
CUST00423,Customer_423,81.94,Compliance Breach,Internal Audit,176307.13,Medium
CUST00424,Customer_424,8.57,Compliance Breach,Staff Training,285055.98,Low
CUST00425,Customer_425,55.94,Human Error,Policy Update,372637.95,Low
CUST00426,Customer_426,97.97,Process Failure,Insurance Coverage,474300.76,Medium
CUST00427,Customer_427,91.7,Process Failure,Insurance Coverage,180786.08,High
CUST00428,Customer_428,33.36,Process Failure,Insurance Coverage,290684.56,High
CUST00429,Customer_429,85.94,Fraud,Insurance Coverage,115789.44,High
CUST00430,Customer_430,35.43,System Outage,System Upgrade,282647.99,High
CUST00431,Customer_431,3.65,System Outage,System Upgrade,109128.14,High
CUST00432,Customer_432,65.43,Compliance Breach,Internal Audit,337330.68,Low
CUST00433,Customer_433,83.79,System Outage,Staff Training,268937.56,High
CUST00434,Customer_434,69.03,System Outage,System Upgrade,267306.6,High
CUST00435,Customer_435,98.99,Human Error,Insurance Coverage,182941.24,Medium
CUST00436,Customer_436,90.61,Compliance Breach,Staff Training,284687.37,Medium
CUST00437,Customer_437,95.15,Compliance Breach,Insurance Coverage,383176.19,Medium
CUST00438,Customer_438,30.68,Fraud,Policy Update,219081.15,High
CUST00439,Customer_439,24.52,Process Failure,Staff Training,469300.38,Low
CUST00440,Customer_440,97.56,System Outage,Staff Training,412705.3,High
CUST00441,Customer_441,68.96,System Outage,System Upgrade,335467.1,Medium
CUST00442,Customer_442,43.91,Process Failure,Insurance Coverage,152007.77,High
CUST00443,Customer_443,11.26,Compliance Breach,System Upgrade,189953.8,Medium
CUST00444,Customer_444,20.44,Compliance Breach,System Upgrade,224900.85,Low
CUST00445,Customer_445,49.77,Fraud,Internal Audit,458864.15,High
CUST00446,Customer_446,77.89,Fraud,System Upgrade,50622.54,High
CUST00447,Customer_447,28.87,Fraud,Staff Training,203486.89,High
CUST00448,Customer_448,59.37,Fraud,Internal Audit,465358.63,Medium
CUST00449,Customer_449,64.63,Process Failure,Staff Training,208528.59,Low
CUST00450,Customer_450,45.13,Compliance Breach,Insurance Coverage,124694.92,Low
CUST00451,Customer_451,4.89,Fraud,Internal Audit,375128.45,Low
CUST00452,Customer_452,79.74,Human Error,Policy Update,39627.3,High
CUST00453,Customer_453,79.21,Compliance Breach,Internal Audit,73194.7,Low
CUST00454,Customer_454,24.56,Process Failure,Staff Training,193721.11,High
CUST00455,Customer_455,44.85,System Outage,Staff Training,452294.94,Medium
CUST00456,Customer_456,37.62,Process Failure,Policy Update,203924.98,Medium
CUST00457,Customer_457,40.44,Process Failure,System Upgrade,124350.02,Medium
CUST00458,Customer_458,92.16,Process Failure,Insurance Coverage,475188.19,Low
CUST00459,Customer_459,90.44,Compliance Breach,Insurance Coverage,311005.89,Medium
CUST00460,Customer_460,89.57,Compliance Breach,Internal Audit,8572.98,High
CUST00461,Customer_461,96.52,Process Failure,Staff Training,77530.26,Medium
CUST00462,Customer_462,25.54,Fraud,Policy Update,235141.49,Low
CUST00463,Customer_463,35.55,Human Error,System Upgrade,214530.97,Low
CUST00464,Customer_464,92.18,Fraud,Internal Audit,126822.27,High
CUST00465,Customer_465,18.11,Compliance Breach,System Upgrade,297196.59,Low
CUST00466,Customer_466,64.73,Fraud,Staff Training,391286.39,Medium
CUST00467,Customer_467,4.88,Human Error,Policy Update,249623.24,Medium
CUST00468,Customer_468,77.59,Process Failure,Internal Audit,158851.74,Low
CUST00469,Customer_469,92.09,Fraud,Policy Update,356513.8,Low
CUST00470,Customer_470,76.52,System Outage,Staff Training,162967.98,Low
CUST00471,Customer_471,50.09,System Outage,System Upgrade,103664.32,Medium
CUST00472,Customer_472,47.4,Process Failure,Internal Audit,397874.06,Low
CUST00473,Customer_473,97.88,Fraud,Internal Audit,273070.23,High
CUST00474,Customer_474,40.02,Process Failure,Staff Training,389113.07,Medium
CUST00475,Customer_475,73.34,Compliance Breach,Internal Audit,136978.17,Medium
CUST00476,Customer_476,25.31,Fraud,Policy Update,250328.24,Low
CUST00477,Customer_477,78.67,System Outage,Staff Training,437307.43,Medium
CUST00478,Customer_478,18.6,Process Failure,Insurance Coverage,341404.79,Medium
CUST00479,Customer_479,76.46,Human Error,Internal Audit,135039.45,High
CUST00480,Customer_480,92.05,Process Failure,Insurance Coverage,24219.16,High
CUST00481,Customer_481,46.83,Human Error,Insurance Coverage,435901.3,High
CUST00482,Customer_482,48.05,System Outage,Policy Update,417578.86,Low
CUST00483,Customer_483,82.85,Human Error,System Upgrade,409996.75,High
CUST00484,Customer_484,69.68,Compliance Breach,Insurance Coverage,85677.6,Medium
CUST00485,Customer_485,94.77,System Outage,Internal Audit,486706.44,Low
CUST00486,Customer_486,92.33,Process Failure,Internal Audit,128905.15,Medium
CUST00487,Customer_487,87.78,Process Failure,Policy Update,289078.84,High
CUST00488,Customer_488,14.54,System Outage,Insurance Coverage,297058.26,Low
CUST00489,Customer_489,67.01,System Outage,Insurance Coverage,86407.35,High
CUST00490,Customer_490,60.07,Process Failure,System Upgrade,333184.69,Medium
CUST00491,Customer_491,33.72,Human Error,System Upgrade,384778.55,High
CUST00492,Customer_492,20.41,Human Error,Staff Training,437172.44,High
CUST00493,Customer_493,12.68,Human Error,Staff Training,277553.65,Medium
CUST00494,Customer_494,31.81,Compliance Breach,Policy Update,28861.28,Low
CUST00495,Customer_495,30.63,System Outage,Internal Audit,184612.03,Medium
CUST00496,Customer_496,61.65,Fraud,Internal Audit,464670.58,Medium
CUST00497,Customer_497,65.9,Human Error,Internal Audit,24814.02,High
CUST00498,Customer_498,31.72,System Outage,Insurance Coverage,178728.81,Medium
CUST00499,Customer_499,19.67,Human Error,Policy Update,300155.08,High
CUST00500,Customer_500,78.4,Compliance Breach,Insurance Coverage,456550.62,Medium
