Employee_ID,Employee_Name,Department,Job_Role,Exit_Date,Notice_Period_Days,Exit_Reason,Exit_Interview_Date,Exit_Interview_Outcome,Asset_Return_Status,Knowledge_Transfer_Status,Final_Settlement_Status,Feedback_Notes,Data_Segment,Value_Domain,Data_Domain,Data_Value
EMP0146,Employee_146,Marketing,Analyst,2025-09-07,45,Termination,2025-09-03,Positive,Completed,Not Applicable,Processed,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0147,Employee_147,Marketing,Executive,2025-09-03,30,Resignation,2025-09-03,Negative,Pending,Completed,On Hold,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0148,Employee_148,Sales,Assistant,2025-02-20,60,Retirement,2025-02-14,Positive,Not Applicable,Not Applicable,On Hold,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0149,Employee_149,Sales,Manager,2025-07-16,30,Retirement,2025-07-11,Neutral,Completed,Completed,Processed,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0150,Employee_150,Marketing,Assistant,2025-02-09,60,End of Contract,2025-02-03,Neutral,Pending,Not Applicable,Processed,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0151,Employee_151,Operations,Manager,2025-05-14,45,Resignation,2025-05-08,Neutral,Not Applicable,Completed,Processed,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0152,Employee_152,IT,Assistant,2025-09-08,45,Mutual Separation,2025-09-02,Positive,Pending,In Progress,On Hold,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0153,Employee_153,Marketing,Executive,2025-03-09,30,Termination,2025-03-09,Negative,Pending,Completed,Pending,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0154,Employee_154,Finance,Engineer,2025-02-10,60,Retirement,2025-02-07,Negative,Pending,Not Applicable,Pending,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0155,Employee_155,Operations,Executive,2025-03-17,60,End of Contract,2025-03-17,Neutral,Completed,Completed,Processed,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0156,Employee_156,Sales,Executive,2024-12-29,60,Resignation,2024-12-22,Negative,Pending,Not Applicable,Processed,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0157,Employee_157,Marketing,Manager,2025-02-08,30,Termination,2025-02-01,Neutral,Pending,Completed,Pending,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0158,Employee_158,Finance,Analyst,2025-02-21,60,Retirement,2025-02-19,Negative,Not Applicable,In Progress,Processed,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0159,Employee_159,Finance,Consultant,2025-10-14,90,End of Contract,2025-10-08,Positive,Completed,In Progress,Pending,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0160,Employee_160,HR,Consultant,2025-06-07,90,Mutual Separation,2025-06-02,Positive,Pending,Completed,Pending,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0161,Employee_161,Marketing,Consultant,2024-11-01,30,End of Contract,2024-10-28,Neutral,Completed,Not Applicable,Processed,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0162,Employee_162,Marketing,Analyst,2025-03-04,90,Resignation,2025-03-01,Negative,Pending,Not Applicable,Processed,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0163,Employee_163,Finance,Manager,2024-10-28,45,Retirement,2024-10-24,Neutral,Completed,Completed,Processed,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0164,Employee_164,HR,Analyst,2025-06-05,90,Resignation,2025-05-31,Negative,Pending,Completed,Pending,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0165,Employee_165,Finance,Engineer,2025-01-22,45,Resignation,2025-01-22,Negative,Pending,In Progress,On Hold,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0166,Employee_166,HR,Assistant,2025-05-02,60,Termination,2025-05-01,Positive,Completed,In Progress,Pending,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0167,Employee_167,Marketing,Assistant,2025-02-04,45,Retirement,2025-01-28,Neutral,Pending,Completed,Processed,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0168,Employee_168,Sales,Consultant,2024-12-09,90,Retirement,2024-12-07,Neutral,Not Applicable,Not Applicable,Processed,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0169,Employee_169,IT,Consultant,2025-02-04,45,Mutual Separation,2025-02-03,Positive,Completed,Completed,Processed,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0170,Employee_170,Marketing,Consultant,2025-02-27,60,Retirement,2025-02-20,Negative,Pending,In Progress,On Hold,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0171,Employee_171,Marketing,Consultant,2025-04-24,45,Retirement,2025-04-19,Neutral,Not Applicable,In Progress,On Hold,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0172,Employee_172,Marketing,Engineer,2025-08-04,30,Termination,2025-08-03,Positive,Not Applicable,Not Applicable,Pending,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0173,Employee_173,Operations,Executive,2025-05-24,90,Mutual Separation,2025-05-17,Negative,Completed,Completed,Processed,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0174,Employee_174,Operations,Consultant,2025-07-01,45,Mutual Separation,2025-06-25,Positive,Completed,Completed,On Hold,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0175,Employee_175,HR,Consultant,2025-09-30,30,Resignation,2025-09-23,Negative,Not Applicable,Not Applicable,Processed,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0176,Employee_176,Sales,Consultant,2025-05-24,45,Resignation,2025-05-23,Positive,Not Applicable,In Progress,On Hold,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0177,Employee_177,HR,Analyst,2025-02-18,60,Resignation,2025-02-17,Positive,Completed,In Progress,Processed,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0178,Employee_178,Finance,Analyst,2025-07-13,90,Retirement,2025-07-08,Neutral,Not Applicable,In Progress,On Hold,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0179,Employee_179,Operations,Consultant,2025-02-20,45,Resignation,2025-02-19,Neutral,Completed,In Progress,On Hold,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0180,Employee_180,Marketing,Assistant,2025-03-22,45,Retirement,2025-03-19,Positive,Pending,Completed,Processed,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0181,Employee_181,IT,Manager,2024-10-22,90,Resignation,2024-10-17,Neutral,Pending,Completed,On Hold,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0182,Employee_182,Sales,Consultant,2025-08-19,90,End of Contract,2025-08-15,Neutral,Pending,Not Applicable,Pending,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0183,Employee_183,Sales,Consultant,2025-01-10,45,Termination,2025-01-05,Positive,Completed,In Progress,Pending,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0184,Employee_184,IT,Consultant,2025-05-19,30,End of Contract,2025-05-12,Negative,Pending,In Progress,On Hold,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0185,Employee_185,IT,Manager,2025-10-03,90,Termination,2025-10-03,Neutral,Pending,Completed,Processed,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0186,Employee_186,Finance,Executive,2025-06-18,90,Retirement,2025-06-14,Negative,Completed,Completed,On Hold,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0187,Employee_187,IT,Executive,2025-06-19,90,End of Contract,2025-06-15,Negative,Not Applicable,Completed,Pending,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0188,Employee_188,Sales,Manager,2025-07-08,45,Mutual Separation,2025-07-05,Neutral,Pending,Completed,Pending,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0189,Employee_189,Sales,Assistant,2025-02-26,45,Mutual Separation,2025-02-23,Neutral,Completed,Not Applicable,Pending,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0190,Employee_190,Sales,Analyst,2025-02-10,90,Termination,2025-02-10,Neutral,Completed,Not Applicable,Pending,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0191,Employee_191,Marketing,Manager,2025-08-25,60,Retirement,2025-08-18,Neutral,Completed,Not Applicable,Processed,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0192,Employee_192,Marketing,Consultant,2025-03-10,30,Resignation,2025-03-10,Positive,Not Applicable,In Progress,Processed,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0193,Employee_193,IT,Consultant,2025-07-05,60,Mutual Separation,2025-07-02,Neutral,Completed,Completed,Processed,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0194,Employee_194,Finance,Manager,2025-05-05,45,Mutual Separation,2025-05-02,Positive,Pending,In Progress,Pending,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0195,Employee_195,Operations,Manager,2025-03-10,90,Termination,2025-03-06,Positive,Completed,In Progress,Pending,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0196,Employee_196,HR,Analyst,2025-01-02,30,Termination,2024-12-30,Neutral,Completed,Completed,Processed,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0197,Employee_197,Finance,Executive,2025-04-29,90,Retirement,2025-04-23,Positive,Not Applicable,Not Applicable,Pending,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0198,Employee_198,Finance,Consultant,2024-12-28,30,Retirement,2024-12-26,Neutral,Not Applicable,Not Applicable,Pending,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0199,Employee_199,HR,Executive,2025-06-09,45,Mutual Separation,2025-06-08,Neutral,Not Applicable,Completed,Pending,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0200,Employee_200,Operations,Executive,2025-04-12,30,Termination,2025-04-05,Neutral,Completed,Completed,Processed,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0201,Employee_201,Operations,Executive,2025-08-14,30,Resignation,2025-08-07,Neutral,Pending,In Progress,Processed,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0202,Employee_202,Marketing,Engineer,2025-08-22,90,Termination,2025-08-19,Positive,Not Applicable,Completed,Processed,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0203,Employee_203,Finance,Engineer,2025-08-31,90,Termination,2025-08-27,Neutral,Not Applicable,Not Applicable,On Hold,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0204,Employee_204,Sales,Engineer,2025-02-01,90,Mutual Separation,2025-01-31,Neutral,Completed,Not Applicable,On Hold,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0205,Employee_205,HR,Assistant,2024-12-06,60,Retirement,2024-12-06,Positive,Not Applicable,In Progress,Processed,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0206,Employee_206,Marketing,Analyst,2024-12-17,90,End of Contract,2024-12-14,Negative,Completed,Completed,Pending,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0207,Employee_207,Finance,Analyst,2025-02-15,90,Mutual Separation,2025-02-08,Neutral,Not Applicable,Not Applicable,Pending,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0208,Employee_208,Finance,Consultant,2025-09-20,60,Retirement,2025-09-15,Negative,Completed,Completed,Processed,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0209,Employee_209,Operations,Analyst,2025-03-18,45,End of Contract,2025-03-14,Neutral,Pending,In Progress,On Hold,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0210,Employee_210,Marketing,Consultant,2025-01-20,45,Termination,2025-01-18,Positive,Pending,Completed,On Hold,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0211,Employee_211,Marketing,Manager,2025-07-19,30,Retirement,2025-07-15,Negative,Completed,Not Applicable,Pending,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0212,Employee_212,Sales,Executive,2024-11-12,30,End of Contract,2024-11-06,Positive,Pending,In Progress,Processed,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0213,Employee_213,Sales,Analyst,2025-10-16,30,Mutual Separation,2025-10-09,Positive,Completed,In Progress,Pending,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0214,Employee_214,Finance,Manager,2025-07-04,45,Termination,2025-07-03,Neutral,Not Applicable,In Progress,On Hold,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0215,Employee_215,IT,Executive,2025-09-05,30,Termination,2025-09-05,Positive,Completed,Completed,On Hold,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0216,Employee_216,Operations,Assistant,2025-01-31,90,End of Contract,2025-01-28,Negative,Pending,Not Applicable,Pending,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0217,Employee_217,IT,Engineer,2025-04-08,90,Resignation,2025-04-05,Negative,Pending,In Progress,On Hold,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0218,Employee_218,Operations,Analyst,2025-08-12,30,Resignation,2025-08-10,Negative,Completed,Not Applicable,Processed,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0219,Employee_219,Operations,Manager,2025-06-24,30,Mutual Separation,2025-06-24,Positive,Completed,Completed,Pending,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0220,Employee_220,IT,Executive,2025-03-02,30,Retirement,2025-03-02,Positive,Pending,Not Applicable,Processed,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0221,Employee_221,Operations,Engineer,2024-12-05,60,Termination,2024-11-29,Negative,Completed,Not Applicable,Processed,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0222,Employee_222,Operations,Executive,2024-11-21,30,Termination,2024-11-16,Neutral,Completed,Not Applicable,Processed,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0223,Employee_223,Sales,Analyst,2024-10-25,45,Retirement,2024-10-25,Neutral,Completed,In Progress,Pending,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0224,Employee_224,Finance,Consultant,2025-05-04,60,Retirement,2025-05-03,Negative,Pending,In Progress,On Hold,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0225,Employee_225,Marketing,Executive,2024-10-24,90,Termination,2024-10-20,Neutral,Completed,Not Applicable,On Hold,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0226,Employee_226,IT,Consultant,2024-12-21,90,Termination,2024-12-15,Negative,Pending,Not Applicable,On Hold,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0227,Employee_227,HR,Assistant,2025-04-08,60,Termination,2025-04-08,Positive,Pending,Completed,Processed,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0228,Employee_228,Finance,Manager,2025-03-28,30,Resignation,2025-03-27,Negative,Not Applicable,Completed,On Hold,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0229,Employee_229,Marketing,Manager,2025-01-18,30,Termination,2025-01-13,Negative,Not Applicable,Not Applicable,Processed,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0230,Employee_230,IT,Manager,2024-12-26,30,Retirement,2024-12-23,Positive,Pending,In Progress,On Hold,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0231,Employee_231,Sales,Manager,2025-02-15,60,Mutual Separation,2025-02-11,Negative,Not Applicable,In Progress,Processed,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0232,Employee_232,Marketing,Manager,2025-10-03,45,Retirement,2025-09-30,Positive,Completed,Completed,Pending,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0233,Employee_233,Finance,Manager,2025-06-11,45,Resignation,2025-06-08,Negative,Pending,Not Applicable,Processed,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0234,Employee_234,IT,Consultant,2025-08-12,45,Resignation,2025-08-07,Neutral,Not Applicable,Not Applicable,On Hold,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0235,Employee_235,Marketing,Analyst,2024-10-31,90,Resignation,2024-10-28,Positive,Completed,Not Applicable,Processed,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0236,Employee_236,Marketing,Engineer,2025-09-10,90,Resignation,2025-09-05,Positive,Not Applicable,In Progress,Processed,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0237,Employee_237,Sales,Assistant,2025-02-18,45,Mutual Separation,2025-02-17,Positive,Not Applicable,Not Applicable,On Hold,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0238,Employee_238,Sales,Consultant,2024-11-13,30,End of Contract,2024-11-13,Neutral,Completed,In Progress,On Hold,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0239,Employee_239,Sales,Engineer,2024-10-20,90,Resignation,2024-10-13,Neutral,Pending,In Progress,Processed,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0240,Employee_240,Finance,Manager,2025-03-06,60,Resignation,2025-02-27,Positive,Completed,In Progress,Processed,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0241,Employee_241,HR,Executive,2025-06-28,45,End of Contract,2025-06-23,Neutral,Not Applicable,Not Applicable,Pending,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0242,Employee_242,HR,Assistant,2024-11-22,30,End of Contract,2024-11-17,Negative,Completed,In Progress,Processed,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0243,Employee_243,Finance,Executive,2025-08-30,90,End of Contract,2025-08-23,Negative,Pending,Not Applicable,On Hold,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0244,Employee_244,IT,Assistant,2025-02-05,30,Resignation,2025-01-29,Positive,Not Applicable,In Progress,Pending,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0245,Employee_245,Sales,Consultant,2025-04-11,45,Retirement,2025-04-08,Negative,Not Applicable,Not Applicable,On Hold,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0246,Employee_246,Sales,Manager,2024-11-02,45,End of Contract,2024-10-29,Positive,Completed,In Progress,Processed,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0247,Employee_247,HR,Engineer,2025-04-26,90,Mutual Separation,2025-04-20,Negative,Completed,In Progress,Processed,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0248,Employee_248,IT,Analyst,2025-02-24,60,Mutual Separation,2025-02-17,Neutral,Not Applicable,Completed,Pending,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0249,Employee_249,Operations,Executive,2025-10-04,90,Retirement,2025-09-30,Positive,Not Applicable,In Progress,On Hold,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0250,Employee_250,HR,Assistant,2025-08-01,90,Mutual Separation,2025-07-31,Neutral,Not Applicable,Not Applicable,On Hold,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0251,Employee_251,Operations,Engineer,2024-11-16,60,Retirement,2024-11-10,Neutral,Pending,Not Applicable,On Hold,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0252,Employee_252,Sales,Assistant,2025-05-04,30,Termination,2025-04-28,Neutral,Not Applicable,Completed,On Hold,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0253,Employee_253,Finance,Analyst,2025-01-29,90,Retirement,2025-01-29,Neutral,Pending,Completed,Pending,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0254,Employee_254,Operations,Executive,2025-07-07,45,Retirement,2025-06-30,Neutral,Not Applicable,Not Applicable,Processed,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0255,Employee_255,Marketing,Engineer,2025-04-14,60,Termination,2025-04-11,Positive,Not Applicable,In Progress,Processed,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0256,Employee_256,IT,Engineer,2025-08-05,45,Termination,2025-08-05,Negative,Not Applicable,In Progress,Pending,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0257,Employee_257,Marketing,Manager,2025-08-04,60,Resignation,2025-07-31,Negative,Not Applicable,Completed,Pending,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0258,Employee_258,Operations,Assistant,2024-10-30,45,Termination,2024-10-29,Positive,Pending,In Progress,Pending,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0259,Employee_259,Finance,Engineer,2025-08-13,60,Retirement,2025-08-08,Neutral,Completed,Completed,On Hold,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0260,Employee_260,IT,Assistant,2025-02-11,90,Mutual Separation,2025-02-09,Neutral,Pending,Not Applicable,Pending,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0261,Employee_261,IT,Consultant,2025-06-15,45,End of Contract,2025-06-11,Positive,Completed,Completed,On Hold,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0262,Employee_262,HR,Executive,2025-01-27,90,End of Contract,2025-01-21,Negative,Pending,Not Applicable,Pending,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0263,Employee_263,Marketing,Executive,2024-11-12,90,Termination,2024-11-12,Negative,Completed,Not Applicable,Processed,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0264,Employee_264,Marketing,Engineer,2025-02-11,90,Termination,2025-02-05,Neutral,Not Applicable,In Progress,Processed,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0265,Employee_265,Operations,Engineer,2025-04-06,60,Termination,2025-04-05,Neutral,Completed,Not Applicable,Processed,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0266,Employee_266,Finance,Analyst,2025-02-07,45,Retirement,2025-02-02,Negative,Completed,Not Applicable,Pending,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0267,Employee_267,Marketing,Executive,2025-05-07,45,Termination,2025-05-03,Neutral,Completed,Not Applicable,Pending,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0268,Employee_268,IT,Assistant,2025-06-24,90,Termination,2025-06-17,Neutral,Completed,Completed,Processed,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0269,Employee_269,Marketing,Assistant,2025-09-21,90,Termination,2025-09-19,Positive,Not Applicable,Not Applicable,Pending,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0270,Employee_270,Finance,Manager,2025-05-01,45,End of Contract,2025-05-01,Positive,Completed,In Progress,Processed,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0271,Employee_271,HR,Executive,2025-06-16,60,Mutual Separation,2025-06-12,Neutral,Not Applicable,Completed,Pending,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0272,Employee_272,IT,Manager,2025-01-18,30,Retirement,2025-01-13,Neutral,Pending,Completed,Pending,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0273,Employee_273,Marketing,Engineer,2025-06-13,30,Resignation,2025-06-09,Positive,Completed,Completed,Processed,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0274,Employee_274,Marketing,Engineer,2025-03-31,60,End of Contract,2025-03-25,Neutral,Completed,Not Applicable,Pending,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0275,Employee_275,IT,Engineer,2024-11-04,60,End of Contract,2024-10-28,Neutral,Completed,In Progress,Pending,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0276,Employee_276,Finance,Analyst,2025-02-09,90,Retirement,2025-02-04,Negative,Not Applicable,Completed,Processed,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0277,Employee_277,Operations,Consultant,2025-06-27,90,End of Contract,2025-06-20,Positive,Completed,In Progress,On Hold,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0278,Employee_278,IT,Assistant,2025-03-23,60,Resignation,2025-03-19,Negative,Pending,Not Applicable,Processed,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0279,Employee_279,Sales,Assistant,2025-05-10,30,Termination,2025-05-08,Positive,Not Applicable,Completed,Pending,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0280,Employee_280,Operations,Assistant,2025-02-14,45,End of Contract,2025-02-09,Negative,Completed,Not Applicable,On Hold,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0281,Employee_281,Marketing,Engineer,2025-09-11,30,Resignation,2025-09-10,Neutral,Not Applicable,In Progress,On Hold,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0282,Employee_282,IT,Assistant,2025-06-05,45,Retirement,2025-06-01,Positive,Not Applicable,In Progress,On Hold,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0283,Employee_283,Finance,Assistant,2024-10-28,60,End of Contract,2024-10-23,Neutral,Not Applicable,Completed,Pending,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0284,Employee_284,Finance,Assistant,2025-04-17,45,Termination,2025-04-14,Positive,Pending,Not Applicable,Pending,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0285,Employee_285,HR,Engineer,2025-03-01,30,Mutual Separation,2025-02-27,Neutral,Pending,In Progress,Pending,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0286,Employee_286,HR,Consultant,2025-02-14,30,Mutual Separation,2025-02-09,Negative,Pending,Completed,Processed,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0287,Employee_287,IT,Executive,2025-03-21,30,Termination,2025-03-18,Negative,Pending,Not Applicable,Processed,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0288,Employee_288,Sales,Engineer,2024-11-07,90,Resignation,2024-11-06,Negative,Pending,Not Applicable,Processed,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0289,Employee_289,Operations,Consultant,2025-02-15,45,Mutual Separation,2025-02-11,Neutral,Pending,In Progress,Processed,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0290,Employee_290,Marketing,Consultant,2025-04-20,60,Retirement,2025-04-19,Neutral,Completed,In Progress,On Hold,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0291,Employee_291,IT,Manager,2025-05-06,90,End of Contract,2025-05-02,Positive,Not Applicable,Not Applicable,Pending,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0292,Employee_292,Sales,Manager,2025-01-05,60,Mutual Separation,2024-12-29,Positive,Not Applicable,Completed,Pending,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
