Business Domain,Domain Segment,Data Segment,Business Activity,Value Domain,Data Domain,Task,Customer ID,FX Exposure (USD),Risk Score
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,1334,874459.71,23.91
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,9139,30484.78,35.72
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,2083,976411.23,16.65
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,7958,393173.88,40.28
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,3436,321277.18,67.27
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,7151,219076.15,29.99
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,2463,764989.21,60.41
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,8411,692803.24,24.21
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,8929,607513.44,75.95
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,1893,95501.18,5.4
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,7659,571698.04,97.43
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,3408,927316.17,13.63
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,1856,835147.12,29.77
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,2910,895425.21,51.85
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,8733,748631.14,60.45
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,4191,416434.59,75.32
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,5507,563023.74,19.35
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,4244,718554.65,14.98
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,7244,589762.36,17.12
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,8695,90782.8,61.65
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,6832,87501.1,71.64
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,9379,544954.33,35.0
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,1157,633933.53,80.76
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,8242,754825.71,34.81
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,1538,90890.11,50.84
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,2200,934959.27,32.97
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,4506,448662.34,53.2
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,1617,665533.63,51.47
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,2567,198866.16,13.42
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,2937,368288.5,46.1
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,3315,926673.51,65.01
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,3619,409499.29,11.74
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,3895,597236.83,83.02
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,3954,616056.96,73.01
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,9799,241409.88,46.35
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,4561,961387.35,67.0
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,5911,695624.24,70.25
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,8029,753997.73,31.28
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,8028,226190.51,92.13
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,2058,946493.45,23.81
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,8671,649031.84,67.32
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,7960,67670.33,25.61
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,7887,978425.91,53.57
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,5447,168161.92,37.83
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,1679,271150.34,54.28
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,9098,305353.73,11.31
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,1226,195331.62,2.68
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,3421,61409.24,45.15
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,2931,824295.62,88.14
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,7184,908250.5,2.65
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,2728,878010.77,1.91
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,1539,881341.83,11.71
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,4280,859741.68,31.2
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,5704,724322.24,32.09
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,8713,570970.09,48.79
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,6233,452476.41,15.21
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,6041,589421.84,18.8
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,7434,532907.23,20.95
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,8700,593930.16,25.58
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,4114,915208.33,68.9
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,2982,997932.45,27.42
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,3776,512023.28,93.72
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,9630,263397.66,92.14
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,4342,961616.28,62.9
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,9650,112374.63,82.42
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,2216,731248.72,26.22
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,3109,582979.49,58.68
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,3946,153533.72,49.97
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,9342,564372.44,14.3
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,4516,908626.81,65.47
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,9038,824402.41,82.01
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,9321,766296.18,96.3
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,9837,397084.57,37.78
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,6661,940279.91,23.07
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,5433,127277.74,93.47
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,3519,25861.1,19.68
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,8676,313516.91,86.73
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,6660,531017.9,71.23
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,4946,656131.41,92.42
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,5392,777343.62,18.49
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,3149,279574.92,1.39
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,5880,299889.03,32.04
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,6687,354494.47,88.78
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,5064,576314.3,79.42
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,5624,712454.1,65.55
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,4427,693330.83,67.55
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,8152,851820.03,55.18
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,8496,983050.31,13.15
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,6278,20645.64,37.89
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,7198,848868.57,6.93
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,1709,581543.35,96.98
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,9570,467814.19,94.62
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,7980,953826.38,25.46
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,1589,122840.55,62.86
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,2063,589942.33,66.83
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,6060,997400.86,78.14
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,9348,894647.21,58.79
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,4053,982403.93,81.57
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,2374,486296.19,29.39
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,1510,825085.55,6.7
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,2700,100169.36,5.11
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,7784,699770.93,97.99
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,6338,880479.69,59.81
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,8831,505467.01,24.34
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,9178,668996.79,30.27
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,7904,561642.07,56.92
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,9117,286901.78,39.14
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,2406,948261.03,16.18
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,3831,885262.85,80.42
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,5279,848288.68,33.37
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,4073,302001.66,59.13
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,9555,35800.81,41.11
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,6702,395636.35,62.08
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,6037,689353.98,73.63
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,2382,149472.52,68.24
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,1361,636432.94,4.05
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,1387,484727.48,19.74
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,6548,710832.31,3.38
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,7596,512321.75,71.96
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,2723,178578.92,23.52
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,9755,84640.62,77.02
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,1626,54715.82,54.28
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,8945,567269.76,86.21
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,1528,507320.79,84.02
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,6978,486485.74,34.98
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,6841,975686.55,52.75
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,5739,407590.24,45.87
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,4177,673707.72,48.71
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,1929,656135.5,38.33
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,7200,398054.43,54.82
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,8165,588775.75,10.84
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,2732,885584.01,76.78
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,3799,52196.75,84.53
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,5672,705503.75,27.01
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,8073,428565.08,50.86
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,8386,293339.46,37.08
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,9832,504032.99,34.24
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,6021,758681.44,0.08
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,3319,631624.16,0.23
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,9330,394758.31,64.48
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,8057,164475.96,49.73
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,6945,870034.98,83.8
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,5623,293685.54,83.06
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,7375,343230.07,88.03
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,9672,203166.39,4.45
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,3016,935918.39,75.86
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,3434,49893.41,97.83
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,6234,679459.2,55.25
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,7814,810687.7,63.68
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,7368,539777.61,67.2
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,8459,52488.18,60.21
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,7595,81219.65,32.7
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,3169,450351.88,15.44
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,5457,893538.85,36.35
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,3072,460510.01,84.74
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,7987,912865.15,63.69
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,1518,806949.36,4.81
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,4160,887672.99,60.19
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,5668,534540.16,68.17
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,8534,731908.76,78.19
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,9058,285779.96,86.38
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,3331,700494.9,18.27
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,2706,552760.04,91.91
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,4074,251588.52,91.66
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,3162,434501.98,2.47
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,5384,758057.11,14.99
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,1803,578570.76,59.96
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,2159,942525.1,52.22
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,7359,353472.74,19.24
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,1624,290629.4,26.64
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,4012,486306.12,21.41
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,8040,813573.92,62.23
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,7677,72865.64,51.77
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,1694,980710.35,82.98
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,6975,840888.12,59.11
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,7792,716281.47,13.3
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,1261,671078.21,10.22
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,5051,882773.17,10.61
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,6465,850986.97,44.18
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,5876,873774.78,74.68
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,5262,993307.99,8.73
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,4694,839466.47,32.38
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,1358,419456.44,48.32
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,2542,805044.35,38.27
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,4648,880078.46,64.58
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,1646,959454.05,46.86
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,6698,943987.34,24.48
Risk Management,Risk and Compliance Operations,Market Risk Management,Foreign Exchange Risk,Monitor,Compliance Data,Foreign Exchange Risk,5098,969435.47,86.88
